label, Attack, AttackCount, AddSingleStageDamage, AddOverAttackDamage, BP, Hit, SureHit, Hate, Speed, AfterCasterSpeed, AfterTargetSpeed, Attribute, BaseParameter, BeforeGuard, AfterGuard, OverAttack, OverAttackLeft, OverAttackRight, OverAttackSelf, Bump, Limit, HitArea, Penetration, RaceSlayer, Random, ReserveType, ReserveProb, ReserveCancel, TargetType, TargetParty, Trace, TraceDifficulty, Turn, BaseElement, EffectType, EffectParam, AddEffectSequence, AddEffect, AddEffectParam, DisableSelect
THG_GHELE_A02_EX1, 46, 1, 28, 6, 4, 86, _NOT_SPECIFIED_, 46, 0, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, 1, 1, 0, 0, Air, _NOT_SPECIFIED_, Aquatic, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Stun _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 75 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHELE_B01_EX1, 51, 1, 29, 7, 5, 86, _NOT_SPECIFIED_, 49, -3, 10, 5, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 3, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, Mecha, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, ParalysisMecha _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHBOM_A01_EX1, 28, 1, 28, 6, 4, 86, _NOT_SPECIFIED_, 38, -3, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, 1, 1, 0, 0, Ground, _NOT_SPECIFIED_, Insect, _NOT_SPECIFIED_, None, 0, 0, All, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHBOM_B01_EX1, 40, 1, 27, 5, 3, 86, _NOT_SPECIFIED_, 44, -5, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 3, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Defense _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, -10 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHBOM_B02_EX1, 29, 1, 29, 7, 5, 86, _NOT_SPECIFIED_, 38, -3, 10, 5, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 5, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, Plant, _NOT_SPECIFIED_, None, 0, 0, All, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHCHE_A01_EX1, 46, 1, 28, 6, 4, 86, _NOT_SPECIFIED_, 46, -1, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, Element, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Magic _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, -20 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHCHE_B01_EX1, 38, 1, 27, 5, 3, 86, _NOT_SPECIFIED_, 42, 2, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 2, 1, 0, 0, Air, _NOT_SPECIFIED_, Beast, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Poison _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHCHE_B02_EX1, 52, 1, 29, 7, 5, 86, _NOT_SPECIFIED_, 49, 1, 10, 5, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 3, 1, 0, 0, Air, _NOT_SPECIFIED_, Reptiles, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Attack _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, -20 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_A01_EX1, 15, 1, 13, 22, 1, 98, _NOT_SPECIFIED_, 12, 2, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, _NOT_SPECIFIED_, 1, 1, 0, 1, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_A07_EX1, 23, 1, 14, 23, 2, 98, _NOT_SPECIFIED_, 17, 1, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, 1, 1, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Defense _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, -10 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_B03_EX1, 55, 1, 8, 24, 3, 98, 1, 23, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, 1, 1, 0, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Counter, 80, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, HateUp InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_B06_EX1, 28, 1, 15, 24, 3, 98, _NOT_SPECIFIED_, 18, -1, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, 1, 0, 1, 0, 1, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, Attack _NOT_SPECIFIED_, 10 0, _NOT_SPECIFIED_
MAR_MA000_B08_EX1, 42, 1, 17, 26, 5, 98, _NOT_SPECIFIED_, 21, -2, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, 1, 0, 1, 2, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_A02_EX1, 23, 1, 10, 19, 1, 95, _NOT_SPECIFIED_, 17, -1, 1, 2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_A08_EX1, 28, 1, 11, 20, 2, 94, _NOT_SPECIFIED_, 18, 4, 2, 2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 1, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_B01_EX1, 29, 1, 11, 9, 2, 95, _NOT_SPECIFIED_, 18, 1, 2, 2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Follow, 100, 0, Other, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_B04_EX1, 45, 1, 14, 23, 5, 95, _NOT_SPECIFIED_, 21, 2, 5, 3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 2, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Spirit, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_B07_EX1, 31, 1, 15, 24, 3, 95, _NOT_SPECIFIED_, 18, 2, 3, 3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, 1, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, B0/Up_Sp_01, Speed _NOT_SPECIFIED_, 8 0, _NOT_SPECIFIED_
MAR_MA000_A04_EX1, 25, 1, 11, 20, 2, 91, _NOT_SPECIFIED_, 17, 0, 4, 3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Vit Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 1, 1, 1, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_A06_EX1, 30, 1, 11, 20, 2, 92, _NOT_SPECIFIED_, 18, 2, 4, 3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Vit Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_A09_EX1, 54, 1, 5, 21, 3, 92, _NOT_SPECIFIED_, 22, 0, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Ground, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, InterruptStrike, 100, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Stun InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_B02_EX1, 41, 1, 13, 22, 4, 92, 1, 20, -4, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ None _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ 0 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
MAR_MA000_B09_EX1, 30, 1, 12, 21, 3, 92, _NOT_SPECIFIED_, 18, 3, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Vit Vit, 0, 1, 1, 0, 3, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, HateReset HateUp _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHS_WL000_A01_UN1, 29, 1, 11, 20, 2, 95, _NOT_SPECIFIED_, 22, -2, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, 1, _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Chase, 100, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHS_WL000_A01_UN2, 29, 1, 11, 20, 2, 95, _NOT_SPECIFIED_, 22, -7, -80, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHS_WL000_A04_UN1, 28, 1, 11, 20, 2, 95, _NOT_SPECIFIED_, 22, 4, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 1, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHS_WLAXE_A01_UN1, 31, 1, 11, 20, 2, 94, _NOT_SPECIFIED_, 23, 0, 2, 2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, Air, _NOT_SPECIFIED_, None, _NOT_SPECIFIED_, Chase, 100, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WH000_A01_UN1, 31, 1, 24, 10, 2, 89, _NOT_SPECIFIED_, 40, -5, 4, 3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, 1, _NOT_SPECIFIED_, 1, 1, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WH000_A02_UN1, 23, 1, 23, 9, 1, 89, _NOT_SPECIFIED_, 37, 2, 2, 2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 1, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Attack _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, -10 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHPSW_B01_UN1, 40, 1, 25, 11, 3, 92, _NOT_SPECIFIED_, 44, 7, 78, 28, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 2, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_B06_UN1, 22, 1, 11, 20, 2, 92, _NOT_SPECIFIED_, 20, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, ChantExtend _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 75 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GH000_A01_UN1, 14, 1, 25, 13, 1, 50, _NOT_SPECIFIED_, 24, 1, 2, 2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Wil Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 1, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 95, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
ARTS_001_UN, 26, 1, 11, 20, 2, 92, _NOT_SPECIFIED_, 22, -8, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Attack None _NOT_SPECIFIED_ _NOT_SPECIFIED_, -10 0 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
