label,Attack,AttackCount,AddSingleStageDamage,AddOverAttackDamage,BP,Hit,SureHit,Hate,Weapon,WeaponSub,Speed,AfterCasterSpeed,AfterTargetSpeed,Attribute,BaseParameter,BeforeGuard,AfterGuard,OverAttack,OverAttackLeft,OverAttackRight,OverAttackSelf,Bump,Limit,HitArea,Penetration,RaceSlayer,Random,ReserveType,ReserveProb,ReserveCancel,TargetType,TargetParty,Trace,TraceDifficulty,Turn,BaseElement,EffectType,EffectParam,AddEffectSequence,AddEffect,AddEffectParam,Sequence,DisableSelect,DisableOutActor,DisableOutActorObject
MCH_M90Z_A02a_EN,0,1,10,19,1,100,0,0,MechaSupport,None,-1,0,0,None None,None None,1,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Other,Caster,0,0,0,None None None,Defense Mecha None None,20 0 0 0,None,None None,0 0,M90Z_A02a,0,0,0
MCH_M90Z_A03a_2_EN,0,1,11,20,2,100,0,0,MechaSupport,None,5,0,0,None None,None None,0,1,0,0,0,0,0,0,None,0,None,0,None,0,0,Other,Caster,0,0,0,None None None,Speed Mecha None None,16 0 0 0,None,None None,0 0,M90Z_A03a,0,0,0
MON_M054_A01a,23,1,20,20,1,95,0,21,PCMonster,None,0,0,0,Fire None,Int Wil,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M054_A01a,0,0,0
MON_M001X_A01a,23,1,20,20,1,95,0,21,PCMonster,None,0,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M001_A02a,0,0,0
MON_M003_A01a,23,1,20,20,1,95,0,21,PCMonster,None,0,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M004_A01a,0,0,0
MON_M110_A01a,23,1,20,20,1,95,0,21,PCMonster,None,0,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M110_A01a,0,0,0
MON_M072X_A01a,23,1,20,20,1,95,0,21,PCMonster,None,0,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M072_A01a,0,0,0
MON_M000_A02a,20,1,20,20,1,95,0,20,Monster,None,-1,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Speed None None None,-8 0 0 0,None,None None,0 0,M000_A02a,0,0,0
MON_M000_A01a,29,1,22,22,3,95,0,22,Monster,None,3,0,0,Slash Lightning,Str Vit,0,0,1,0,1,1,0,0,None,0,Aquatic,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M000_A01a,0,0,0
MON_M000_A03a,53,1,5,22,3,95,0,28,Monster,None,-1,3,3,Strike None,Tec Vit,0,0,1,0,0,1,0,0,None,0,None,0,InterruptStrike,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M000_A03a,0,0,0
MON_M000_A04a,53,1,5,22,3,95,0,28,Monster,None,0,3,3,Slash None,Tec Vit,0,0,1,0,0,1,0,0,None,0,None,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M000_A04a,0,0,0
MON_M000_A05a,53,1,5,22,3,95,0,28,Monster,None,-2,3,3,Stab None,Tec Vit,0,0,1,0,0,1,0,0,None,0,None,0,InterruptStab,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M000_A05a,0,0,0
MON_M001_A02a,25,1,21,21,2,95,0,21,Monster,None,-1,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense None None None,-10 0 0 0,None,None None,0 0,M001_A02a,0,0,0
MON_M001_A04a,62,1,6,23,4,95,1,30,Monster,None,-2,4,3,Slash None,Tec Vit,0,0,1,0,0,1,0,0,None,0,Asmodian,0,Counter,82,0,Single,Target,0,0,0,None None None,Defense InvalidGuard None None,-20 100 0 0,None,None None,0 0,M001_A04a,0,0,0
MON_M002_A01a,21,1,20,20,1,84,0,20,Monster,None,2,0,0,Strike None,Vit Vit,0,0,1,0,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M002_A01a,0,0,0
MON_M002_A02a,28,1,21,21,2,85,0,22,Monster,None,1,0,0,Strike None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M002_A02a,0,0,0
MON_M002_A05a,43,1,23,23,4,84,0,26,Monster,None,-2,12,6,Strike None,Str Vit,0,0,1,1,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M002_A05a,0,0,0
MON_M002_A04a,33,1,22,22,3,84,0,23,Monster,None,2,0,0,Strike None,Str Vit,0,0,1,0,1,1,1,0,None,0,Insect,0,None,0,0,Single,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M002_A04a,0,0,0
MON_M002_A03a,31,1,4,21,2,100,0,23,Monster,None,0,2,2,Fire None,Int Wil,0,0,1,0,0,1,1,0,None,0,Plant,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,Stench InvalidGuard None None,100 100 0 0,None,None None,0 0,M002_A03a,0,0,0
MON_M002_A03a_A,22,1,21,21,2,94,0,20,Monster,None,0,2,2,Fire None,Int Wil,0,0,1,0,0,1,1,0,None,0,Plant,0,None,0,0,Single,Target,0,0,0,None None None,Stench None None None,100 0 0 0,None,None None,0 0,M002_A03a,0,0,0
MON_M002_A03a_B,23,1,21,21,2,94,0,21,Monster,None,0,2,2,Fire None,Int Wil,0,0,1,0,0,0,1,0,None,0,Plant,0,Chase,100,0,Single,Target,0,0,0,None None None,Stench None None None,100 0 0 0,None,None None,0 0,M002_A03a,0,0,0
MON_M010_A01a,26,1,21,21,2,95,0,22,Monster,None,2,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M010_A01a,0,0,0
MON_M010_A02a,31,1,22,22,3,95,0,23,Monster,None,1,0,0,Slash None,Str Vit,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Attack None None None,-10 0 0 0,None,None None,0 0,M010_A02a,0,0,0
MON_M010_B02a,39,1,23,23,4,94,0,25,Monster,None,-1,4,3,Slash None,Str Vit,0,0,1,1,0,1,1,0,None,0,Asmodian,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M010_B02a,0,0,0
MON_M010_A04a,33,1,22,22,3,95,0,23,Monster,None,3,3,3,Slash None,Tec Vit,0,0,1,0,2,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M010_A04a,0,0,0
MON_M011_A01a,45,1,24,24,5,94,0,26,Monster,None,3,0,0,Stab None,Str Vit,0,0,1,0,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense None None None,-10 0 0 0,None,None None,0 0,M011_A01a,0,0,0
MON_M011_B02a,54,1,26,26,7,93,0,28,Monster,None,4,21,9,Stab None,Str Vit,0,0,1,0,4,1,2,0,None,0,Winged,0,None,0,0,Single,Target,0,0,0,None None None,Attack None None None,-10 0 0 0,None,None None,0 0,M011_B02a,0,0,0
MON_M012_A03a,49,1,5,22,3,95,0,27,Monster,None,-2,3,3,Lightning None,Int Vit,0,0,1,0,0,1,0,0,Air,0,Aquatic,0,InterruptStrike,100,1,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M012_A03a,0,0,0
MON_M012_A04a,49,1,5,22,3,95,0,27,Monster,None,1,3,3,Ice None,Int Vit,0,0,1,0,0,1,0,0,Air,0,Beast,0,InterruptStab,100,1,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M012_A04a,0,0,0
MON_M021_A01a,35,1,22,22,3,90,0,24,Monster,None,0,0,0,Strike None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M021_A01a,0,0,0
MON_M021_A02a,59,1,6,23,4,99,0,30,Monster,None,-1,4,3,Strike None,Tec Vit,0,0,1,0,0,1,1,0,None,0,None,0,InterruptStab,100,0,Single,Target,0,0,0,None None None,StunMecha InvalidGuard None None,50 100 0 0,None,None None,0 0,M021_A02a,0,0,0
MON_M021_A03a,43,1,24,24,5,95,0,26,Monster,None,2,5,3,Strike None,Str Vit,0,0,1,0,1,1,0,0,None,0,Spirit,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M021_A03a,0,0,0
MON_M021_A04a,44,1,24,24,5,83,0,26,Monster,None,-2,5,3,Strike None,Tec Vit,0,0,1,1,0,1,2,0,Air,0,Insect,0,None,0,1,Single,Target,0,0,0,None None None,Speed None None None,-8 0 0 0,None,None None,0 0,M021_A04a,0,0,0
MON_M021_A05a,55,1,25,25,6,80,0,29,Monster,None,1,18,8,Strike None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M021_A05a,0,0,0
MON_M022_A02a,15,1,22,22,3,95,0,15,Monster,None,2,0,0,Strike None,Tec Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Darkness None None None,50 0 0 0,None,None None,0 0,M022_A02a,0,1,0
MON_M022_A03a,35,1,23,23,4,95,0,24,Monster,None,-1,4,3,Fire None,Int Wil,0,0,1,0,0,1,0,0,None,0,Asmodian,0,None,0,1,Single,Target,0,0,0,None None None,Paralysis ParalysisMecha None None,50 25 0 0,None,None None,0 0,M022_A03a,0,0,0
MON_M023_A01a,22,1,20,20,1,95,0,20,Monster,None,-1,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M023_A01a,0,0,0
MON_M023_A03a,19,1,23,23,4,100,0,19,Monster,None,2,12,6,Strike None,Tec Wil,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Confusion None None None,25 0 0 0,None,None None,0 0,M023_A03a,0,1,0
MON_M030_A01a,23,1,20,20,1,95,0,21,Monster,None,2,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M030_A01a,0,0,0
MON_M030_A04a,33,1,22,22,3,94,0,23,Monster,None,0,0,0,Stab None,Str Vit,0,0,1,0,0,1,1,0,None,0,Material,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M030_A04a,0,0,0
MON_M030_A02a,15,1,22,22,3,90,0,15,Monster,None,2,3,3,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Poison None None None,75 0 0 0,None,None None,0 0,M030_A02a,0,0,0
MON_M031_A01a,25,1,21,21,2,94,0,21,Monster,None,1,0,0,Stab None,Str Vit,0,0,1,0,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M031_A01a,0,0,0
MON_M031_A01a_A,32,1,22,22,3,94,0,23,Monster,None,6,0,0,Stab None,Str Vit,0,0,1,0,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M031_A01a,0,0,0
MON_M031_A04a,34,1,22,22,3,95,0,24,Monster,None,-1,3,3,Stab None,Qui Vit,0,0,1,0,0,0,0,0,None,0,Reptiles,0,Chase,100,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M031_A04a,0,0,0
MON_M031_B01a,0,1,21,21,2,100,0,0,Monster,None,-2,0,0,None None,None None,0,0,0,0,0,0,0,0,Ground,0,None,0,None,0,0,All,Target,0,0,0,None None None,ChantExtend Magic None None,50 -10 0 0,None,None None,0 0,M031_B01a,0,1,0
MON_M032_A01a,60,1,5,22,3,95,1,30,Monster,None,-2,0,0,Ice None,Tec Vit,0,0,1,0,0,1,0,0,None,0,None,0,Counter,80,0,Single,Target,0,0,0,None None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M032_A01a,0,0,0
MON_M032_A01a_A,35,1,22,22,3,95,0,24,Monster,None,0,0,0,Ice None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M032_A01a,0,0,0
MON_M032_A02a,45,1,24,24,5,95,0,26,Monster,None,-1,5,3,Stab None,Str Vit,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M032_A02a,0,0,0
MON_M032_B01a,46,1,25,25,6,94,0,26,Monster,None,0,18,8,Stab None,Str Vit,0,0,1,1,1,1,1,0,None,0,Winged,0,None,0,0,Single,Target,0,0,0,None None None,Magic None None None,-30 0 0 0,None,None None,0 0,M032_B01a,0,0,0
MON_M032_B02a,90,1,9,26,7,93,0,38,Monster,None,-2,21,9,Strike None,Tec Vit,0,0,1,0,0,1,2,0,None,0,None,0,InterruptStrike,100,0,Single,Target,0,0,0,None None None,Stun InvalidGuard None None,75 100 0 0,None,None None,0 0,M032_B02a,0,0,0
MON_M040_A01a,21,1,20,20,1,95,0,20,Monster,None,3,0,0,Strike None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,25 0 0 0,None,None None,0 0,M040_A01a,0,0,0
MON_M040_A03a,68,1,6,23,4,95,1,32,Monster,None,0,4,3,Strike None,Tec Vit,0,0,1,0,0,1,0,0,None,0,Spirit,0,Counter,82,0,Single,Target,0,0,0,None None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M040_A03a,0,0,0
MON_M040_A04a,31,1,22,22,3,94,0,23,Monster,None,1,0,0,Strike None,Str Vit,0,0,1,1,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M040_A04a,0,0,0
MON_M040_B02a,48,1,25,25,6,95,0,27,Monster,None,0,18,8,Ice None,Int Vit,0,0,1,2,2,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M040_B02a,0,0,0
MON_M041_A02a,40,1,23,23,4,95,0,25,Monster,None,0,0,0,Strike None,Str Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M041_A02a,0,0,0
MON_M041_B01a,43,3,23,23,4,95,0,9,Monster,None,2,4,3,Stab Ice,Int Vit,0,0,1,0,1,1,0,0,Air,0,Beast,0,None,0,1,RandomAll,Target,0,0,0,None None None,Darkness None None None,50 0 0 0,None,None None,0 0,M041_B01a,0,1,0
MON_M041_B01a_A,28,3,22,22,3,95,0,7,Monster,None,1,3,3,Stab Ice,Int Vit,0,0,1,0,1,1,0,0,Air,0,Beast,0,None,0,1,RandomAll,Target,0,0,0,None None None,Darkness Stench None None,75 75 0 0,None,None None,0 0,M041_B01a,0,1,0
MON_M041_B03a,63,6,25,25,6,95,0,5,Monster,None,-3,18,8,Strike Fire,Str Vit,0,0,1,2,1,1,0,0,None,0,None,0,None,0,0,RandomAll,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M041_B03a,0,1,0
MON_M042_A02a,35,1,22,22,3,94,0,24,Monster,None,1,3,3,Stab None,Str Vit,0,0,1,0,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M042_A02a,0,0,0
MON_M042_A03a,45,1,24,24,5,95,0,26,Monster,None,3,15,7,Ice None,Int Wil,0,0,1,0,1,1,0,0,None,0,Beast,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M042_A03a,0,0,0
MON_M042_A01a,31,1,23,23,4,95,0,23,Monster,None,2,4,3,Neutral None,Int Vit,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stench None None None,50 0 0 0,None,None None,0 0,M042_A01a,0,0,0
MON_M042_A04a,44,1,24,24,5,95,0,26,Monster,None,2,15,7,Stab None,Tec Vit,0,0,1,0,0,1,0,0,None,0,Reptiles,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M042_A04a,0,0,0
MON_M050_A06a,25,1,22,22,3,95,0,21,Monster,None,1,0,0,Neutral None,Int Wil,0,0,1,0,0,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Stench None None None,50 0 0 0,None,None None,0 0,M050_A06a,0,0,0
MON_M050_B02a,28,1,25,25,6,95,1,22,Monster,None,-1,18,8,Ice None,Int Wil,0,0,1,1,1,1,0,0,None,0,Element,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M050_B02a,0,1,0
MON_M051_A01a,26,1,22,22,3,95,0,22,Monster,None,-2,0,0,Neutral None,Int Wil,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense None None None,-10 0 0 0,None,None None,0 0,M051_A01a,0,0,0
MON_M051_B01a,44,1,24,24,5,95,0,26,Monster,None,-1,0,0,Strike None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Paralysis ParalysisMecha None None,50 25 0 0,None,None None,0 0,M051_B01a,0,0,0
MON_M051_B02a,49,1,25,25,6,94,0,27,Monster,None,-2,6,4,Slash None,Qui Vit,0,0,1,0,0,0,1,0,None,0,None,0,Chase,100,0,Single,Target,0,0,0,None None None,Death None None None,50 0 0 0,None,None None,0 0,M051_B02a,0,0,0
MON_M052_A01a,33,1,22,22,3,94,0,23,Monster,None,-1,0,0,Strike None,Vit Vit,0,0,1,1,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M052_A01a,0,0,0
MON_M052_B02a,70,7,26,26,7,95,0,5,Monster,None,2,0,0,Slash None,Str Vit,0,0,1,3,3,1,0,0,None,0,None,0,None,0,0,RandomAll,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M052_B02a,0,1,0
MON_M070_A01a,24,1,20,20,1,95,0,21,Monster,None,2,0,0,Strike None,Vit Vit,0,0,1,0,1,1,0,0,Ground,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M070_A01a,0,0,0
MON_M070_A02a,31,1,22,22,3,95,0,23,Monster,None,1,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,Winged,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M070_A02a,0,0,0
MON_M070_A03a,45,1,24,24,5,94,0,26,Monster,None,0,0,0,Strike None,Vit Vit,0,0,1,1,1,1,1,0,Ground,0,Spirit,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M070_A03a,0,0,0
MON_M070_A04a,41,1,23,23,4,94,0,25,Monster,None,-1,4,3,Strike None,Qui Vit,0,0,1,0,0,0,1,0,None,0,Spirit,0,Chase,100,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M070_A04a,0,0,0
MON_M071_A02a,34,1,22,22,3,95,0,24,Monster,None,1,0,0,Slash None,Str Vit,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M071_A02a,0,0,0
MON_M071_A03a,37,1,23,23,4,95,0,24,Monster,None,1,0,0,Stab None,Str Vit,0,0,1,0,2,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Speed None None None,-8 0 0 0,None,None None,0 0,M071_A03a,0,1,0
MON_M071_B01a,22,1,24,24,5,95,0,20,Monster,None,-1,15,7,Stab None,Str Vit,0,0,1,2,2,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Attack None None None,-10 0 0 0,None,None None,0 0,M071_B01a,0,1,0
MON_M072_A01a,28,1,21,21,2,95,0,22,Monster,None,5,0,0,Slash None,Tec Vit,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M072_A01a,0,0,0
MON_M072_B03a,57,1,6,23,4,95,0,29,Monster,None,-1,4,3,Slash None,Tec Vit,0,0,1,0,0,1,0,0,None,0,None,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,Poison InvalidGuard None None,75 100 0 0,None,None None,0 0,M072_B03a,0,0,0
MON_M072_B03a_A,22,1,22,22,3,95,0,20,Monster,None,1,0,0,Slash None,Tec Vit,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Poison None None None,50 0 0 0,None,None None,0 0,M072_B03a,0,0,0
MON_M072_B01a,42,1,24,24,5,95,0,26,Monster,None,-2,15,7,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Death None None None,50 0 0 0,None,None None,0 0,M072_B01a,0,0,0
MON_M080_A01a,21,1,20,20,1,95,0,20,Monster,None,-2,0,0,Slash None,Str Vit,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M080_A01a,0,0,0
MON_M080_A05a,32,1,22,22,3,95,0,23,Monster,None,2,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Darkness None None None,50 0 0 0,None,None None,0 0,M080_A05a,0,0,0
MON_M080_A04a,38,1,23,23,4,84,0,24,Monster,None,3,4,3,Stab None,Vit Vit,0,0,1,0,1,1,1,0,Air,0,Reptiles,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M080_A04a,0,0,0
MON_M080_A03a,45,1,24,24,5,95,0,26,Monster,None,1,5,3,Stab None,Int Vit,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M080_A03a,0,0,0
MON_M081_A01a,19,1,20,20,1,94,0,19,Monster,None,1,0,0,Strike None,Vit Vit,0,0,1,1,0,1,1,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,25 0 0 0,None,None None,0 0,M081_A01a,0,0,0
MON_M081_A01a_A,19,1,20,20,1,94,0,19,Monster,None,2,0,0,Strike None,Vit Vit,0,0,1,1,0,1,1,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,25 0 0 0,None,None None,0 0,M081_A01a,0,0,0
MON_M081_A05a,23,1,21,21,2,95,0,21,Monster,None,-1,0,0,Stab None,Str Vit,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stench None None None,50 0 0 0,None,None None,0 0,M081_A05a,0,0,0
MON_M081_A05a_A,16,1,20,20,1,95,0,16,Monster,None,1,0,0,Stab None,Str Vit,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stench None None None,100 0 0 0,None,None None,0 0,M081_A05a,0,0,0
MON_M081_A03a,33,1,23,23,4,100,0,23,Monster,None,0,4,3,Neutral None,Int Wil,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M081_A03a,0,0,0
MON_M081_A03a_A,27,1,22,22,3,100,0,22,Monster,None,-1,3,3,Neutral None,Int Wil,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M081_A03a,0,0,0
MON_M082_A03a,42,1,4,21,2,95,0,26,Monster,None,-2,0,0,Strike None,Tec Vit,0,0,1,0,0,1,0,0,Air,0,None,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M082_A03a,0,0,0
MON_M082_A02a,22,1,20,20,1,95,0,20,Monster,None,3,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M082_A02a,0,0,0
MON_M090_A04a,33,1,22,22,3,95,0,23,Monster,None,0,0,0,Lightning None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M090_A04a,0,0,0
MON_M090_A01a,0,1,22,22,3,100,0,0,Monster,None,0,0,0,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Caster,0,0,0,None None None,ChantShort None None None,100 0 0 0,None,None None,0 0,M090_A01a,0,0,0
MON_M090_A02a,0,1,22,22,3,100,0,0,Monster,None,2,0,0,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Caster,0,0,0,None None None,Magic None None None,20 0 0 0,None,None None,0 0,M090_A02a,0,0,0
MON_M100_A01a,34,1,22,22,3,95,0,24,Monster,None,-1,0,0,Stab None,Str Vit,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M100_A01a,0,0,0
MON_M100_B01a,34,1,6,23,4,95,0,24,Monster,None,-1,0,0,Slash None,Tec Vit,0,0,1,0,0,1,0,0,Air,0,None,0,InterruptStab,100,0,All,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M100_B01a,0,1,0
MON_M100_B01a_A,14,1,21,21,2,95,0,14,Monster,None,-1,0,0,Slash None,Str Vit,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M100_B01a,0,1,0
MON_M100_B02a,47,1,25,25,6,94,0,27,Monster,None,-3,6,4,Slash None,Str Vit,0,0,1,1,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Death None None None,50 0 0 0,None,None None,0 0,M100_B02a,0,0,0
MON_M101_A01a,27,1,21,24,2,95,0,22,Monster,None,1,0,0,Slash None,Str Vit,0,0,1,2,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M101_A01a,0,0,0
MON_M101_A04a,39,1,23,26,4,94,0,25,Monster,None,2,0,0,Slash None,Str Vit,0,0,1,0,2,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M101_A04a,0,0,0
