BaseArts,ArtsName,ArtsText,OverAttackFirst,OverAttackLast,BloodArts,InheritArts,Inspiration,Invalid,Magic,MonsterArts,OriginalArts,Rankup,SoulArts
EN_M051_A01a,Melt,(Enemy/Single Target/INT) Target defense -10%.,Mel,T,False,False,False,False,Flase,False,False,False,False
EN_M051_A03a,Poisonous Mist,,Poisonous,Mist,False,False,False,False,Flase,False,False,False,False
EN_M051_A02a,Mind Blast,,Mind,Blast,False,False,False,False,Flase,False,False,False,False
EN_M051_B01a,Paralyzing Punch,(Enemy/Single Target/STR) Paralysis chance 50%. Mech paralysis chance 25%.,Paralyzing,Punch,False,False,False,False,Flase,False,False,False,False
EN_M051_B02a,Ambush,(Enemy/Single Target/MOB) Sudden death chance 50%.,Am,Bush,False,False,False,False,Flase,False,False,False,False
EN_M052_A01a,Tackle,(Enemy/Single Target/END),Tack,Le,False,False,False,False,Flase,False,False,False,False
EN_M052_A02a,Tremor,,Tre,Mor,False,False,False,False,Flase,False,False,False,False
EN_M052_A02a_A,Counter Tremor,,Counter,Tremor,False,False,False,False,Flase,False,False,False,False
EN_M052_B01a,Interrupting Conflagration,,Interrupting,Conflagration,False,False,False,False,Flase,False,False,False,False
EN_M052_B01a_A,Conflagration,,Con,Flagration,False,False,False,False,Flase,False,False,False,False
EN_M052_B02a,Seven Blades,(Enemy/Random Target/STR),Seven,Blades,False,False,False,False,Flase,False,False,False,False
EN_M052_B02a_A,Spurning Seven Blades,,Sp,Urn,False,False,False,False,Flase,False,False,False,False
EN_M070_A01a,Topple,(Enemy/Single Target/Antiground/END),Top,Ple,False,False,False,False,Flase,False,False,False,False
EN_M070_A02a,Needles,(Enemy/Single Target/STR) Stun chance 50%.,Need,Les,False,False,False,False,Flase,False,False,False,False
EN_M070_A03a,Boulder Slam,(Enemy/Single Target/Antiground/END) Mech stun chance 50%.,Boulder,Slam,False,False,False,False,Flase,False,False,False,False
EN_M070_A04a,Hidden Attack,(Enemy/Single Target/MOB),Hidden,Attack,False,False,False,False,Flase,False,False,False,False
EN_M070_B01a,Wild Barrage,,Wild,Barrage,False,False,False,False,Flase,False,False,False,False
EN_M070_B02a,Dungroller,,Dung,Roller,False,False,False,False,Flase,False,False,False,False
EN_M071_A01a,Feast,,Fe,Ast,False,False,False,False,Flase,False,False,False,False
EN_M071_A01b,Feast,,Fe,Ast,False,False,False,False,Flase,False,False,False,False
EN_M071_A02a,Slash,(Enemy/Single Target/STR),Sl,Ash,False,False,False,False,Flase,False,False,False,False
EN_M071_A03a,Legbreaker,(Enemy/Single Target/STR) Target speed -8%.,Leg,Breaker,False,False,False,False,Flase,False,False,False,False
EN_M071_B01a,Wild Pierce,(Enemy/All Targets/STR) Target attack power -10%.,Wild,Pierce,False,False,False,False,Flase,False,False,False,False
EN_M071_A04a,Interrupting Stab,,Interrupting,Stab,False,False,False,False,Flase,False,False,False,False
EN_M072_A01a,Sonic Blade,(Enemy/Single Target/Antiair/DEX),Sonic,Blade,False,False,False,False,Flase,False,False,False,False
EN_M072_A01a_Tri,Tri-Sonic,,Tri-,Sonic,False,False,False,False,Flase,False,False,False,False
EN_M072_A02a,Whirlwind,,Whirl,Wind,False,False,False,False,Flase,False,False,False,False
EN_M072_B02a,Swarm,,Sw,Arm,False,False,False,False,Flase,False,False,False,False
EN_M072_B03a,Hell Claw,(Enemy/Single Target/DEX) Poison chance 75%.,Hell,Claw,False,False,False,False,Flase,False,False,False,False
EN_M072_B03a_A,Infernal Claw,(Enemy/Single Target/DEX) Poison chance 50%.,Infernal,Claw,False,False,False,False,Flase,False,False,False,False
EN_M072_B01a,Reaper's Scythe,(Enemy/Single Target/STR) Sudden death chance 50%.,Reaper's,Scythe,False,False,False,False,Flase,False,False,False,False
EN_M080_A06a,Mania,,Man,Ia,False,False,False,False,Flase,False,False,False,False
EN_M080_A02a,Birdsong,,Bird,Song,False,False,False,False,Flase,False,False,False,False
EN_M080_A01a,Scratch,(Enemy/Single Target/Antiair/STR),Scrat,Ch,False,False,False,False,Flase,False,False,False,False
EN_M080_A05a,Blind,(Enemy/Single Target/Antiair/STR) Darkness chance 50%.,Bli,Nd,False,False,False,False,Flase,False,False,False,False
EN_M080_A04a,Swoop,(Enemy/Single Target/Antiair/END) Stun chance 50%.,Swo,Op,False,False,False,False,Flase,False,False,False,False
EN_M080_A03a,Feather Shot,(Enemy/Single Target/Antiair/INT),Feather,Shot,False,False,False,False,Flase,False,False,False,False
EN_M081_A01a,Cranium Tackle,(Enemy/Single Target/Antiair/END) Mech stun chance 25%.,Cranium,Tackle,False,False,False,False,Flase,False,False,False,False
EN_M081_A01a_A,GET BENT CHUMP!,(Enemy/Single Target/Antiair/END) Mech stun chance 25%.,GET BENT,CHUMP!,False,False,False,False,Flase,False,False,False,False
EN_M081_A05a,Gaping Maw,(Enemy/Single Target/Antiair/STR) Stench chance 50%.,Gaping,Maw,False,False,False,False,Flase,False,False,False,False
EN_M081_A05a_A,TO HELL WITH YOU!,(Enemy/Single Target/Antiair/STR) Stench chance 100%.,TO HELL,WITH YOU!,False,False,False,False,Flase,False,False,False,False
EN_M081_A02a,Sonic Wave,,Sonic,Wave,False,False,False,False,Flase,False,False,False,False
EN_M081_A04a,Cyclone,,Cyc,Lone,False,False,False,False,Flase,False,False,False,False
EN_M081_A04a_A,DIE ALREADY!,,DIE,ALREADY!,False,False,False,False,Flase,False,False,False,False
EN_M081_A06a,Terrifying Wail,,Terrifying,Wail,False,False,False,False,Flase,False,False,False,False
EN_M081_A03a,Ultrasonic Wave,(Enemy/Single Target/Antiair/INT),Ultrasonic,Wave,False,False,False,False,Flase,False,False,False,False
EN_M081_A03a_A,LET'S GET DANGEROUS!,(Enemy/Single Target/Antiair/INT),LET'S GET,DANGEROUS!,False,False,False,False,Flase,False,False,False,False
EN_M081_A03a_Tri,Tri-Roar,,Tri-,Roar,False,False,False,False,Flase,False,False,False,False
EN_M082_A03a,Interrupting Tackle,(Enemy/Single Target/Antiair/DEX),Interrupting,Tackle,False,False,False,False,Flase,False,False,False,False
EN_M082_A05a,Interrupting Beak,,Interrupting,Beak,False,False,False,False,Flase,False,False,False,False
EN_M082_A02a,Poke,(Enemy/Single Target/Antiair/STR),Po,Ke,False,False,False,False,Flase,False,False,False,False
EN_M082_A02a_A,Meddle,,Medd,Le,False,False,False,False,Flase,False,False,False,False
EN_M082_A04a,Chiroptera Strike,,Chiroptera,Strike,False,False,False,False,Flase,False,False,False,False
EN_M082_A01a,Aural Blast,,Aural,Blast,False,False,False,False,Flase,False,False,False,False
EN_M090_A04a,Blaster,(Enemy/Single Target/Antiair/INT),Bla,Ster,False,False,False,False,Flase,False,False,False,False
EN_M090_A04a_A,Blaster,,Bla,Ster,False,False,False,False,Flase,False,False,False,False
EN_M090_A04a_Chase,Pursuing Blaster,,Pursuing,Blaster,False,False,False,False,Flase,False,False,False,False
EN_M090_A04a_Interrupt,Interrupting Blaster,,Interrupting,Blaster,False,False,False,False,Flase,False,False,False,False
EN_M090_A06a,Spreadfire,,Spread,Fire,False,False,False,False,Flase,False,False,False,False
EN_M090_A06a_Follow,Chain Spread,,Chain,Spread,False,False,False,False,Flase,False,False,False,False
EN_M090_A01a,Elemental Salvo,(Ally/Single Target) Hasten chanting by 1 turn.,Elemental,Salvo,False,False,False,False,Flase,False,False,False,False
EN_M090_A02a,Elemental Blessing,(Ally/Single Target) Target spell power +20%.,Elemental,Blessing,False,False,False,False,Flase,False,False,False,False
EN_M090_A05a,Elemental Ward,,Elemental,Ward,False,False,False,False,Flase,False,False,False,False
EN_M090_A03a,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M090_A03a_Sui,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M090_A03a_Ka,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M090_A03a_Moku,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M090_A03a_Do,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M100_A01a,Thrust,(Enemy/Single Target/STR),Thru,St,False,False,False,False,Flase,False,False,False,False
EN_M100_B01a,Aerial Slash,(Enemy/All Targets/Antiair/DEX),Aerial,Slash,False,False,False,False,Flase,False,False,False,False
EN_M100_B01a_A,Cross Sever,(Enemy/All Targets/Antiair/STR),Cross,Sever,False,False,False,False,Flase,False,False,False,False
EN_M100_B02a,Demonic Scratch,(Enemy/Single Target/STR) Sudden death chance 50%.,Demonic,Scratch,False,False,False,False,Flase,False,False,False,False
EN_M100_B02a_NoTri,Ultra Tri-Demonic Scratch,,Ultra Tri-,Demonic Scratch,False,False,False,False,Flase,False,False,False,False
EN_M100_A03a,Counterblaze,,Counter,Blaze,False,False,False,False,Flase,False,False,False,False
EN_M100_A03a_A,Blaze Breath,,Blaze,Breath,False,False,False,False,Flase,False,False,False,False
EN_M100_A04a,Counterfreeze,,Counter,Freeze,False,False,False,False,Flase,False,False,False,False
EN_M100_A04a_A,Freeze Breath,,Freeze,Breath,False,False,False,False,Flase,False,False,False,False
EN_M100_A05a,Counterspark,,Counter,Spark,False,False,False,False,Flase,False,False,False,False
EN_M100_A05a_A,Spark Breath,,Spark,Breath,False,False,False,False,Flase,False,False,False,False
EN_M100_A02a,Rage of the Earth,,Rage of the,Earth,False,False,False,False,Flase,False,False,False,False
EN_M100_A02a_A,Lament of the Earth,,Lament of the,Earth,False,False,False,False,Flase,False,False,False,False
EN_M101_A01a,Scratch,(Enemy/Single Target/STR),Scr,Atch,False,False,False,False,Flase,False,False,False,False
EN_M101_A04a,Heel Slash,(Enemy/Single Target/STR),Heel,Slash,False,False,False,False,Flase,False,False,False,False
EN_M101_A02a,Feather Slash,(Enemy/Single Target/Antiair/DEX),Feather,Slash,False,False,False,False,Flase,False,False,False,False
EN_M101_B01a,Dance of Feathers,(Enemy/Single Target/Guaranteed Hit/MOB),Dance of,Feathers,False,False,False,False,Flase,False,False,False,False
EN_M101_B02a,Screech,,Scre,Ech,False,False,False,False,Flase,False,False,False,False
EN_M101_A03a,Summon Familiar,,Summon,Familiar,False,False,False,False,Flase,False,False,False,False
EN_M102_A03a,Riposte,(Enemy/Single Target/STR) Stun chance 50%.,Rip,Oste,False,False,False,False,Flase,False,False,False,False
EN_M102_A08a,Rising Slash,(Enemy/Single Target/STR) Mech stun chance 25%.,Rising,Slash,False,False,False,False,Flase,False,False,False,False
EN_M102_A04a,Crippling Gaze,(Enemy/Single Target/Antiair) Paralysis chance 50%.,Crippling,Gaze,False,False,False,False,Flase,False,False,False,False
EN_M102_A05a,Petrifying Gaze,,Petrifying,Gaze,False,False,False,False,Flase,False,False,False,False
EN_M102_A06a,Gaze of Death,(Enemy/Single Target/Antiair) Sudden death chance 50%.,Gaze of,Death,False,False,False,False,Flase,False,False,False,False
EN_M102_A01a,Confusing Gaze,(Enemy/Single Target/Antiair) Confusion chance 50%.,Confusing,Gaze,False,False,False,False,Flase,False,False,False,False
EN_M102_A07a,Throw Sword,(Enemy/Single Target/Antiair/DEX),Throw,Sword,False,False,False,False,Flase,False,False,False,False
EN_M102_A07a_Tri,Tri-Throw,,Tri-,Throw,False,False,False,False,Flase,False,False,False,False
EN_M102_A02a,Dance,,D,Ance,False,False,False,False,Flase,False,False,False,False
EN_M200_A01a,Nudge,,Nud,Ge,False,False,False,False,Flase,False,False,False,False
EN_M200_A01a_A,Prod,,Pro,D,False,False,False,False,Flase,False,False,False,False
EN_M200_A01a_B,Linked Nudge,,Linked,Nudge,False,False,False,False,Flase,False,False,False,False
EN_M200_B01a,Suction,,Suct,Ion,False,False,False,False,Flase,False,False,False,False
EN_M200_B01a_ADM,Immense Suction,,Immense,Suction,False,False,False,False,Flase,False,False,False,False
EN_M200_B01a_Tri,Tri-Vacuum,,Tri-,Vacuum,False,False,False,False,Flase,False,False,False,False
EN_M200_A02a,Bound,,Bo,Und,False,False,False,False,Flase,False,False,False,False
EN_M200_B02a,Radiation,,Radia,Tion,False,False,False,False,Flase,False,False,False,False
EN_M200_B02a_Attack,Offensive Radiation,,Offensive,Radiation,False,False,False,False,Flase,False,False,False,False
EN_M200_B02a_Defense,Defensive Radiation,,Defensive,Radiation,False,False,False,False,Flase,False,False,False,False
EN_M200_B02a_AD,Multipurpose Radiation,,Multipurpose,Radiation,False,False,False,False,Flase,False,False,False,False
EN_M200_B02a_Tri,Tri-Emission,,Tri-,Mission,False,False,False,False,Flase,False,False,False,False
EN_M210_B01a,Sacred Song,,Sacred,Song,False,False,False,False,Flase,False,False,False,False
EN_M210_B04a,Star Smasher,,Star,Smasher,False,False,False,False,Flase,False,False,False,False
EN_M210_A03a,Lance of Light,,Lance of,Light,False,False,False,False,Flase,False,False,False,False
EN_M210_A03a_Tri,Tri-Arrow,,Tri-,Arrow,False,False,False,False,Flase,False,False,False,False
EN_M210_B03a,Earthquake,,Earth,Quake,False,False,False,False,Flase,False,False,False,False
EN_M210_A01a,Trample,,Tram,Ple,False,False,False,False,Flase,False,False,False,False
EN_M210_A02a,Freezing Blaster,,Freezing,Blaster,False,False,False,False,Flase,False,False,False,False
EN_M210_A04a,Awaken,,Awa,Ken,False,False,False,False,Flase,False,False,False,False
EN_M220_B03a,Thunderspike,,Thunder,Spike,False,False,False,False,Flase,False,False,False,False
EN_M220_A03a,Tail Swipe,,Tail,Swipe,False,False,False,False,Flase,False,False,False,False
EN_M220_B01a,Cyclone,,Cyc,Lone,False,False,False,False,Flase,False,False,False,False
EN_M220_B02a,Gaze,,Ga,Aze,False,False,False,False,Flase,False,False,False,False
EN_M220_A02a,Lightning Crash,,Lightning,Crash,False,False,False,False,Flase,False,False,False,False
EN_M220_A02a_Tri,Tri-Thunder,,Tri-,Thunder,False,False,False,False,Flase,False,False,False,False
EN_M220_A01a,Brilliance,,Brilli,Ance,False,False,False,False,Flase,False,False,False,False
EN_M220_A04a,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M220_A04a_A,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M230_B05a,Rampaging Exhaust,,Rampaging,Exhaust,False,False,False,False,Flase,False,False,False,False
EN_M230_B05a_A,Rampaging Counter,,Rampaging,Counter,False,False,False,False,Flase,False,False,False,False
EN_M230_A01a,Axel Turn,,Axel,Turn,False,False,False,False,Flase,False,False,False,False
EN_M230_A01a_A,Interrupting Turn,,Interrupting,Turn,False,False,False,False,Flase,False,False,False,False
EN_M230_A02a,Wheel Throw,,Wheel,Throw,False,False,False,False,Flase,False,False,False,False
EN_M230_A02a_A,Wheel Reversal,,Wheel,Reversal,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a,,,Bre,Ath,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_1,Red Breath,,Red,Breath,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_2,White Breath,,White,Breath,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_3,Black Breath,,Black,Breath,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_Change_M2300A,Personality Shift: Iwanaga-hime,,Personality Shift:,Iwanaga-hime,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_Change_M2301A,Personality Shift: Kagutsuchi,,Personality Shift:,Kagutsuchi,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_Change_M2302A,Personality Shift: Susanoo,,Personality Shift:,Susanoo,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_Change_M2303A,Personality Shift: Lion Spirit,,Personality Shift:,Lion Spirit,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_Change_M2304A,Personality Shift: Benkei,,Personality Shift:,Benkei,False,False,False,False,Flase,False,False,False,False
EN_M230_B01a_Change_MECHAFRED_A,Alessa Infatuation,,Alessa,Infatuation,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a,,,Right Face's,Breath,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_1,Blue Breath,,Blue,Breath,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_2,Yellow Breath,,Yellow,Breath,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_3,Black Breath,,Black,Breath,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_Change_M2300B,Personality Shift: Konohanasakuya,,Personality Shift:,Konohanasakuya,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_Change_M2301B,Personality Shift: Ame-no-Uzume,,Personality Shift:,Ame-no-Uzume,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_Change_M2302B,Personality Shift: Yamata no Orochi,,Personality Shift:,Yamata no Orochi,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_Change_M2303B,Personality Shift: Butterfly Spirit,,Personality Shift:,Butterfly Spirit,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_Change_M2304B,Personality Shift: Ushiwakamaru,,Personality Shift:,Ushiwakamaru,False,False,False,False,Flase,False,False,False,False
EN_M230_B02a_Change_MECHAFRED_B,Corana Obsession,,Corana,Obsession,False,False,False,False,Flase,False,False,False,False
EN_M230_B03a,Revolving Tornado,,Revolving,Tornado,False,False,False,False,Flase,False,False,False,False
EN_M230_A03a,Cowering Slap,,Cowering,Slap,False,False,False,False,Flase,False,False,False,False
EN_M230_B04a,Timid Aura,,Timid,Aura,False,False,False,False,Flase,False,False,False,False
EN_M300_B01a,Enfeebling Notion,,Enfeebling,Notion,False,False,False,False,Flase,False,False,False,False
EN_M300_B02a,Crumbling Notion,,Crumbling,Notion,False,False,False,False,Flase,False,False,False,False
EN_M300_B03a,Lethargic Notion,,Lethargic,Notion,False,False,False,False,Flase,False,False,False,False
EN_M300_B04a,Ignorant Notion,,Ignorant,Notion,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_A_03,Instant Heavenly Thunder,,Instant,Heaven's Thunder,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_B_03,Instant Gale Blast,,Instant,Gale Blast,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_C_03,Instant Hypergravity,,Instant,Hypergravity,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_D_03,Instant Vermilion Sands,,Instant,Vermilion Sands,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_E_03,Instant Aqua Sphere,,Instant,Aqua Sphere,False,False,False,False,Flase,False,False,False,False
EN_M300_B11a,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M300_B21a,Wood's Awakening,,Chant of Awakening:,Wood,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_A_05,Awakening Incantation: Wood,,Wood's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_B22a,Fire's Awakening,,Chant of Awakening:,Fire,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_B_05,Awakening Incantation: Fire,,Fire's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_B23a,Earth's Awakening,,Chant of Awakening:,Earth,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_C_05,Awakening Incantation: Earth,,Earth's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_B24a,Metal's Awakening,,Chant of Awakening:,Metal,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_D_05,Awakening Incantation: Metal,,Metal's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_B25a,Water's Awakening,,Chant of Awakening:,Water,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_E_05,Awakening Incantation: Water,,Water's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_A01a,Rear Heat Cannon,,Rear,Heat Cannon,False,False,False,False,Flase,False,False,False,False
EN_M300_A02a,Forward Cold Cannon,,Forward,Cold Cannon,False,False,False,False,Flase,False,False,False,False
EN_M300_A03a,Frigid Heat,,Frigid,Heat,False,False,False,False,Flase,False,False,False,False
EN_M300_A03b,Frigid Heat,,Frigid,Heat,False,False,False,False,Flase,False,False,False,False
EN_M300_A04a,Suction Blast,,Suction,Blast,False,False,False,False,Flase,False,False,False,False
EN_M300_A04b,Suction Blast,,Suction,Blast,False,False,False,False,Flase,False,False,False,False
EN_M300_A11a,Haphazard Fire,,Haphazard,Fire,False,False,False,False,Flase,False,False,False,False
EN_M300_A12a,Cleansing Blaze,,Cleansing,Blaze,False,False,False,False,Flase,False,False,False,False
EN_M300_A13a,Still Blade,,Still,Blade,False,False,False,False,Flase,False,False,False,False
EN_M300_A21a,Megaquake,,Mega,Quake,False,False,False,False,Flase,False,False,False,False
EN_M300_A22a,Poisonous Mist,,Poisonous,Mist,False,False,False,False,Flase,False,False,False,False
EN_M300_A23a,Lightning Storm,,Lightning,Storm,False,False,False,False,Flase,False,False,False,False
EN_M300_A24a,Lightning Cyclone,,Lightning,Cyclone,False,False,False,False,Flase,False,False,False,False
EN_M300_A31a,Lightning Crash,,Lightning,Crash,False,False,False,False,Flase,False,False,False,False
EN_M300_A32a,Thunderstroke,,Thunder,Stroke,False,False,False,False,Flase,False,False,False,False
EN_M300_A33a,Absolute Orders,,Absolute,Orders,False,False,False,False,Flase,False,False,False,False
EN_M300_A33b,Absolute Orders,,Absolute,Orders,False,False,False,False,Flase,False,False,False,False
EN_M300_A41a,Heat Barrier,,Heat,Barrier,False,False,False,False,Flase,False,False,False,False
EN_M300_A42a,Cold Barrier,,Cold,Barrier,False,False,False,False,Flase,False,False,False,False
EN_M300_A43a,Lightning Barrier,,Lightning,Barrier,False,False,False,False,Flase,False,False,False,False
EN_M300_A44a,Enchanting Dance,,Enchanting,Dance,False,False,False,False,Flase,False,False,False,False
EN_M300_B31a,Emerald Union,,Emerald,Union,False,False,False,False,Flase,False,False,False,False
EN_M300_B01a_R,Enfeebling Notion,,Enfeebling,Notion,False,False,False,False,Flase,False,False,False,False
EN_M300_B02a_R,Crumbling Notion,,Crumbling,Notion,False,False,False,False,Flase,False,False,False,False
EN_M300_B03a_R,Lethargic Notion,,Lethargic,Notion,False,False,False,False,Flase,False,False,False,False
EN_M300_B04a_R,Ignorant Notion,,Ignorant,Notion,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_A_03_R,Instant Heavenly Thunder,,Instant,Heaven's Thunder,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_B_03_R,Instant Gale Blast,,Instant,Gale Blast,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_C_03_R,Instant Hypergravity,,Instant,Hypergravity,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_D_03_R,Instant Vermilion Sands,,Instant,Vermilion Sands,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_E_03_R,Instant Aqua Sphere,,Instant,Aqua Sphere,False,False,False,False,Flase,False,False,False,False
EN_M300_B11a_R,Conjuration,,Con,Juration,False,False,False,False,Flase,False,False,False,False
EN_M300_B21a_R,Wood's Awakening,,Chant of Awakening:,Wood,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_A_05_R,Awakening Incantation: Wood,,Wood's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_B22a_R,Fire's Awakening,,Chant of Awakening:,Fire,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_B_05_R,Awakening Incantation: Fire,,Fire's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_B23a_R,Earth's Awakening,,Chant of Awakening:,Earth,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_C_05_R,Awakening Incantation: Earth,,Earth's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_B24a_R,Metal's Awakening,,Chant of Awakening:,Metal,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_D_05_R,Awakening Incantation: Metal,,Metal's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_B25a_R,Water's Awakening,,Chant of Awakening:,Water,False,False,False,False,Flase,False,False,False,False
EN_M300_MG_E_05_R,Awakening Incantation: Water,,Water's,Awakening,False,False,False,False,Flase,False,False,False,False
EN_M300_A01a_R,Rear Heat Cannon,,Rear,Heat Cannon,False,False,False,False,Flase,False,False,False,False
EN_M300_A02a_R,Forward Cold Cannon,,Forward,Cold Cannon,False,False,False,False,Flase,False,False,False,False
EN_M300_A03a_R,Frigid Heat,,Frigid,Heat,False,False,False,False,Flase,False,False,False,False
EN_M300_A03b_R,Frigid Heat,,Frigid,Heat,False,False,False,False,Flase,False,False,False,False
EN_M300_A04a_R,Suction Blast,,Suction,Blast,False,False,False,False,Flase,False,False,False,False
EN_M300_A04b_R,Suction Blast,,Suction,Blast,False,False,False,False,Flase,False,False,False,False
EN_M300_A11a_R,Haphazard Fire,,Haphazard,Fire,False,False,False,False,Flase,False,False,False,False
EN_M300_A12a_R,Cleansing Blaze,,Cleansing,Blaze,False,False,False,False,Flase,False,False,False,False
EN_M300_A13a_R,Still Blade,,Still,Blade,False,False,False,False,Flase,False,False,False,False
EN_M300_A21a_R,Megaquake,,Mega,Quake,False,False,False,False,Flase,False,False,False,False
EN_M300_A22a_R,Poisonous Mist,,Poisonous,Mist,False,False,False,False,Flase,False,False,False,False
EN_M300_A23a_R,Lightning Storm,,Lightning,Storm,False,False,False,False,Flase,False,False,False,False
EN_M300_A24a_R,Lightning Cyclone,,Lightning,Cyclone,False,False,False,False,Flase,False,False,False,False
EN_M300_A31a_R,Lightning Crash,,Lightning,Crash,False,False,False,False,Flase,False,False,False,False
EN_M300_A32a_R,Thunderstroke,,Thunder,Stroke,False,False,False,False,Flase,False,False,False,False
EN_M300_A33a_R,Absolute Orders,,Absolute,Orders,False,False,False,False,Flase,False,False,False,False
EN_M300_A33b_R,Absolute Orders,,Absolute,Orders,False,False,False,False,Flase,False,False,False,False
EN_M300_A41a_R,Heat Barrier,,Heat,Barrier,False,False,False,False,Flase,False,False,False,False
EN_M300_A42a_R,Cold Barrier,,Cold,Barrier,False,False,False,False,Flase,False,False,False,False
EN_M300_A43a_R,Lightning Barrier,,Lightning,Barrier,False,False,False,False,Flase,False,False,False,False
EN_M300_A44a_R,Enchanting Dance,,Enchanting,Dance,False,False,False,False,Flase,False,False,False,False
EN_M300_B31a_R,Emerald Union,,Emerald,Union,False,False,False,False,Flase,False,False,False,False
MAG_MG_A_01_Mo01,Gravity Bind,(Enemy/Single Target/Antiair/INT/Wood) Stun chance 75%.,Gravity,Bind,False,False,False,False, True,False,False,True,False
MAG_MG_A_02_Mo02,Wall of Air,(Ally/Single Target) Nullify status ailments for 15 turns.,Wall of,Air,False,False,False,False, True,False,False,True,False
MAG_MG_A_03_Mo03,Heaven's Thunder,(Enemy/Random Target/Antiair/INT/Wood) Paralysis chance 50%. Mech paralysis chance 50%.,Heaven's,Thunder,False,False,False,False, True,False,False,True,False
MAG_MG_A_04_Mo04,Mirrorshade,(Ally/Single Target) Nullify damage once.,Mirror,Shade,False,False,False,False, True,False,False,True,False
MAG_MG_A_05_Mo05,Chaos Disaster,(Enemy/Single Target/Antiair/INT/Wood) Poison chance 50%. Darkness chance 50%. Confusion chance 50%.,Chaos,Disaster,False,False,False,False, True,False,False,True,False
MAG_MG_B_01_Ka01,Sunlight,(Enemy/Single Target/Antiair/INT/Fire),Sun,Light,False,False,False,False, True,False,False,True,False
MAG_MG_B_02_Ka02,Song of Souls,(Ally/All Targets) Attack power +10%. Remove enmity.,Song of,Souls,False,False,False,False, True,False,False,True,False
MAG_MG_B_03_Ka03,Gale Blast,(Enemy/All Targets/Antiair/INT/Fire),Gale,Blast,False,False,False,False, True,False,False,True,False
MAG_MG_B_03_Ka13_A,Gale Blast,(Enemy/All Targets/Antiair/INT/Fire),Gale,Blast,False,False,False,False, True,False,False,True,False
MAG_MG_B_04_Ka04,Awaken,(Self) Increase tech power for 4 turns following activation.,Awa,Ken,False,False,False,False, True,False,False,True,False
