label, GetName(), cantlearn, description, effect, fixedrole, hp, lp, Name, PRM_INT, PRM_QUI, PRM_STR, PRM_TEC, PRM_VIT, PRM_WIL, SLV_Do, SLV_Ka, SLV_Kin, SLV_Moku, SLV_Sui, Sortindex, specialarts, type
SOUL_E_BOSS_ELEMENT_MOKU_N, Wood Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_MOKU_N_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_MOKU_N_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, _NOT_SPECIFIED_, MAG_MG_A_01_Mo01, Soul
SOUL_E_BOSS_ELEMENT_MOKU_H, Greater Wood Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_MOKU_H_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_MOKU_H_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, _NOT_SPECIFIED_, MAG_MG_A_03_Mo03, Soul
SOUL_E_BOSS_ELEMENT_MOKU, Divine Wood Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_MOKU_RoleDescription, ROLE_EF_SOULARTS_BP_COST_DOWN_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_MOKU_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, _NOT_SPECIFIED_, MAG_MG_A_05_Mo05, Soul
SOUL_E_BOSS_ELEMENT_KA_E, Lesser Fire Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_KA_E_RoleDescription, ROLE_EF_PARD_UP_2 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_KA_E_RoleName, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_BOSS_ELEMENT_KA_N, Fire Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_KA_N_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_KA_N_RoleName, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, _NOT_SPECIFIED_, MAG_MG_B_01_Ka01, Soul
SOUL_E_BOSS_ELEMENT_KA_H, Greater Fire Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_KA_H_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_KA_H_RoleName, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, _NOT_SPECIFIED_, MAG_MG_B_03_Ka03, Soul
SOUL_E_BOSS_ELEMENT_KA, Divine Fire Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_KA_RoleDescription, ROLE_EF_MAGICARTS_BP_COST_DOWN_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_KA_RoleName, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, _NOT_SPECIFIED_, MAG_MG_B_05_Ka05, Soul
SOUL_E_BOSS_ELEMENT_DO_E, Lesser Earth Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_DO_E_RoleDescription, ROLE_EF_STAD_UP_2 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_DO_E_RoleName, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_BOSS_ELEMENT_DO_N, Earth Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_DO_N_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_DO_N_RoleName, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, _NOT_SPECIFIED_, MAG_MG_C_01_Do01, Soul
SOUL_E_BOSS_ELEMENT_DO_H, Greater Earth Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_DO_H_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_DO_H_RoleName, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, _NOT_SPECIFIED_, MAG_MG_C_03_Do03, Soul
SOUL_E_BOSS_ELEMENT_DO, Divine Earth Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_DO_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_DO_RoleName, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, _NOT_SPECIFIED_, MAG_MG_C_05_Do05, Soul
SOUL_E_BOSS_ELEMENT_KIN_E, Lesser Metal Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_KIN_E_RoleDescription, ROLE_EF_GUA_DOWN_005 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_KIN_E_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_BOSS_ELEMENT_KIN_N, Metal Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_KIN_N_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_KIN_N_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_BOSS_ELEMENT_KIN_H, Greater Metal Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_KIN_H_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_KIN_H_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_BOSS_ELEMENT_KIN, Divine Metal Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_KIN_RoleDescription, ROLE_EF_BP_HP3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_KIN_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_BOSS_ELEMENT_SUI_E, Lesser Water Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_SUI_E_RoleDescription, ROLE_EF_COLD_UP_005 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_SUI_E_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_BOSS_ELEMENT_SUI_N, Water Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_SUI_N_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_SUI_N_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, _NOT_SPECIFIED_, MAG_MG_E_01_Su01, Soul
SOUL_E_BOSS_ELEMENT_SUI_H, Greater Water Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_SUI_H_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_SUI_H_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, _NOT_SPECIFIED_, MAG_MG_E_03_Su03, Soul
SOUL_E_BOSS_ELEMENT_SUI, Divine Water Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_SUI_RoleDescription, ROLE_EF_BP_TURN3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_SUI_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, _NOT_SPECIFIED_, MAG_MG_E_05_Su05, Soul
SOUL_E_W01_KOMAINU_00_A, Komainu, False, Btl_SOUL_E_W01_KOMAINU_00_A_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_002 ROLE_EF_TOTD_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W01_KOMAINU_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0310_A, Soul
SOUL_E_W01_AMYA_MYSTERY_00_A, Seahorse, False, Btl_SOUL_E_W01_AMYA_MYSTERY_00_A_RoleDescription, ROLE_EF_ZAND_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W01_AMYA_MYSTERY_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0420_A, Soul
SOUL_E_W01_GHOSTTOWN_00_A, Torrent, False, Btl_SOUL_E_W01_GHOSTTOWN_00_A_RoleDescription, ROLE_EF_DAA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W01_GHOSTTOWN_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0210_A, Soul
SOUL_E_W01_YAMAGUMO_00_A, Mountain Spider, False, Btl_SOUL_E_W01_YAMAGUMO_00_A_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_OA_RATEWEAK_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W01_YAMAGUMO_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0710_A, Soul
SOUL_E_W01_LAKE_00_A, Giant Rana, False, Btl_SOUL_E_W01_LAKE_00_A_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_COLD_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W01_LAKE_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0400_A, Soul
SOUL_E_W01_BOSS_KORYU_A, Huanglong, False, Btl_SOUL_E_W01_BOSS_KORYU_A_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_HEAD_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W01_BOSS_KORYU_A_RoleName, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0110_A, Soul
SOUL_E_W02_CELESTIAL_WING_GUARDIAN, Witch's Guardian, False, Btl_SOUL_E_W02_CELESTIAL_WING_GUARDIAN_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_001 ROLE_EF_HITRATE_020 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W02_CELESTIAL_WING_GUARDIAN_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0100_A, Soul
SOUL_E_W02_CRYSTAL_MONSTER, Crystal Fiend, False, Btl_SOUL_E_W02_CRYSTAL_MONSTER_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_STAD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W02_CRYSTAL_MONSTER_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0700_A, Soul
SOUL_E_W02_CALAMITY, The Calamity, False, Btl_SOUL_E_W02_CALAMITY_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_MAGA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W02_CALAMITY_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0900_A, Soul
SOUL_E_W03_BOSS_KING_A, Dismal King, False, Btl_SOUL_E_W03_BOSS_KING_A_RoleDescription, ROLE_EF_TOTA_UP_003 ROLE_EF_RAGEDAMAGE_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W03_BOSS_KING_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2100_A, Soul
SOUL_E_W04_PEDRO_00_A, Pedro, False, Btl_SOUL_E_W04_PEDRO_00_A_RoleDescription, ROLE_EF_OA_RATEAREA_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W04_PEDRO_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0810_A, Soul
SOUL_E_W04_AZURE_00_B, Guardian Spirit, False, Btl_SOUL_E_W04_AZURE_00_B_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_002 ROLE_EF_HITRATE_030 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W04_AZURE_00_B_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0100_A, Soul
SOUL_E_W04_BOSS_BALTASAR_A, , False, Btl_SOUL_E_W04_BOSS_BALTASAR_A_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W04_BOSS_BALTASAR_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_W04_MASTER_00_A, Mr. S, False, Btl_SOUL_E_W04_MASTER_00_A_RoleDescription, ROLE_EF_POID_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W04_MASTER_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0510_A, Soul
SOUL_E_W04_SEAGOD_A, Deus Maris, False, Btl_SOUL_E_W04_SEAGOD_A_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_COLD_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W04_SEAGOD_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0110_A, Soul
SOUL_E_W04_LIBERATOR_A, Emancipator, False, Btl_SOUL_E_W04_LIBERATOR_A_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_002 ROLE_EF_HITRATE_030 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W04_LIBERATOR_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0100_A, Soul
SOUL_E_W06_EVILCELL_A, Malignancy, False, Btl_SOUL_E_W06_EVILCELL_A_RoleDescription, ROLE_EF_POID_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W06_EVILCELL_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_W06_EVILCELL_B, Extreme Malignancy, False, Btl_SOUL_E_W06_EVILCELL_B_RoleDescription, ROLE_EF_STAD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W06_EVILCELL_B_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_W06_SAFED_A, Priest Safed, False, Btl_SOUL_E_W06_SAFED_A_RoleDescription, ROLE_EF_PARD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W06_SAFED_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_W06_VALKOINEN_A, High Priest Valkoinen, False, Btl_SOUL_E_W06_VALKOINEN_A_RoleDescription, ROLE_EF_PARD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W06_VALKOINEN_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_W06_CANCER_A, Canker, False, Btl_SOUL_E_W06_CANCER_A_RoleDescription, ROLE_EF_DTHD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W06_CANCER_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, _NOT_SPECIFIED_, SOUL_E_M0410_A, Soul
SOUL_E_W06_CANCER_B, Canker, False, Btl_SOUL_E_W06_CANCER_B_RoleDescription, ROLE_EF_DTHD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W06_CANCER_B_RoleName, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0710_A, Soul
SOUL_E_W06_PARASITE_A, Parasite, False, Btl_SOUL_E_W06_PARASITE_A_RoleDescription, ROLE_EF_POID_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W06_PARASITE_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_W06_SUPERPARASITE_A, Extreme Parasite, False, Btl_SOUL_E_W06_SUPERPARASITE_A_RoleDescription, ROLE_EF_POID_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W06_SUPERPARASITE_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_E_W07_EVAR_MISSION232_00_A, Violet Beast, False, Btl_SOUL_E_W07_EVAR_MISSION232_00_A_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_ZAND_UP_008 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W07_EVAR_MISSION232_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0320_A, Soul
SOUL_E_W07_EVAR_MISSION401_00_A, Red Giant, False, Btl_SOUL_E_W07_EVAR_MISSION401_00_A_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_001 ROLE_EF_HEAD_UP_015 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W07_EVAR_MISSION401_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0810_A, Soul
SOUL_E_W08_M0722_A, Naml, False, Btl_SOUL_E_W08_M0722_A_RoleDescription, ROLE_EF_ZANA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W08_M0722_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0720_A, Soul
SOUL_E_W08_M0403_A, Dufda, False, Btl_SOUL_E_W08_M0403_A_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_COLD_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W08_M0403_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0400_A, Soul
SOUL_E_W08_FOSSIL_A, Yang Guardian, False, Btl_SOUL_E_W08_FOSSIL_A_RoleDescription, ROLE_EF_ZANA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W08_FOSSIL_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2200_A, Soul
SOUL_E_W08_FOSSIL_B, Yin Guardian, False, Btl_SOUL_E_W08_FOSSIL_B_RoleDescription, ROLE_EF_TOTA_UP_003 ROLE_EF_STOD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W08_FOSSIL_B_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0300_A, Soul
SOUL_E_W08_SOILMASTER_M0220_A, Lord of the Earth, False, Btl_SOUL_E_W08_SOILMASTER_M0220_A_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_HEAD_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W08_SOILMASTER_M0220_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0220_A, Soul
SOUL_E_W08_SOILMASTER_M2004_A, Lord of the Earth, False, Btl_SOUL_E_W08_SOILMASTER_M2004_A_RoleDescription, ROLE_EF_TOTA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W08_SOILMASTER_M2004_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2000_A, Soul
SOUL_E_W10_MANUSCRIPT_MONSTER_00_A, Archive Fiend, False, Btl_SOUL_E_W10_MANUSCRIPT_MONSTER_00_A_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_002 ROLE_EF_TOTD_UP_008 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W10_MANUSCRIPT_MONSTER_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1020_A, Soul
SOUL_E_W10_CURSE_KING_00_A, Cursed Monarch, False, Btl_SOUL_E_W10_CURSE_KING_00_A_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_DTHD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_W10_CURSE_KING_00_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2200_A, Soul
