label, GetActor(), Attack, Body, BodyDrop, Cost, DefFire, DefIce, DefLightning, DefSlash, DefStab, DefStrike, Dodge, DropGroup, DropItem, DropProb, Equip, Float, GuardReduction, HP, InspirtationRank, MinHP, Name, Power, PRM_INT, PRM_QUI, PRM_STR, PRM_TEC, PRM_VIT, PRM_WIL, Race, RankBonus, RankRangeMax, RankRangeMin, RegChant, RegConfusion, RegDarkness, RegDeath, RegParalysis, RegPoison, RegRage, RegStench, RegStone, RegStun, ResultHP, Size, SLV_Do, SLV_Gfirearm, SLV_Gsword, SLV_Ka, SLV_Kin, SLV_Lfirearm, SLV_Lsword, SLV_Magic, SLV_Martial, SLV_Mecha_1, SLV_Mecha_2, SLV_Moku, SLV_Monster, SLV_Sui, Soul, SoulDrop, StartEffectParameter, StartHP, voice
E_W17_HENCHMAN_B, Avalon_Gang, 0, _NOT_SPECIFIED_, 0, 175, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC_TICKET_1 _NOT_SPECIFIED_, 100 0 0, WLLSW01_A _NOT_SPECIFIED_, 0, 35, 186, 3, _NOT_SPECIFIED_, Btl_E_W17_HENCHMAN_B_EnemyName, 3, 80, _NOT_SPECIFIED_, 120, 120, 120, 120, Human, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 45, 30, 45, 45, 0, 75, 100, 30, _NOT_SPECIFIED_, M, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W17_RABELLEADER_A, Rich_Noble, 0, _NOT_SPECIFIED_, 0, 1330, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC_RING_FOOL _NOT_SPECIFIED_, 50 0 0, GHBOM02_A _NOT_SPECIFIED_, 0, 35, 1309, 5, _NOT_SPECIFIED_, Btl_E_W17_RABELLEADER_A_EnemyName, 4, 120, 80, 110, 120, _NOT_SPECIFIED_, 140, Human, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 90, 90, 30, 90, 90, 90, 30, 45, 100, 90, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W17_RABELARMY_A, Rabel_Army_A, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 35, _NOT_SPECIFIED_, GLONE13_A _NOT_SPECIFIED_, 20 0 0, GLONE13_A _NOT_SPECIFIED_, 0, 0, 55, 0, _NOT_SPECIFIED_, Btl_E_W17_RABELARMY_A_EnemyName, 1, 140, 80, 80, 80, 120, 140, Human, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 3, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W17_RABELARMY_B, Rabel_Army_B, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 35, _NOT_SPECIFIED_, GLONE13_A _NOT_SPECIFIED_, 20 0 0, GLONE13_A _NOT_SPECIFIED_, 0, 0, 25, 0, _NOT_SPECIFIED_, Btl_E_W17_RABELARMY_B_EnemyName, 1, 120, 80, 110, 120, _NOT_SPECIFIED_, 140, Human, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 3, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W17_LAKERABELER_A, Ume_YoungerSister, 0, _NOT_SPECIFIED_, 0, 710, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 35, _NOT_SPECIFIED_, SAHE19_A _NOT_SPECIFIED_, 35 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 709, 3, _NOT_SPECIFIED_, Btl_E_W17_LAKERABELER_A_EnemyName, 4, 120, 80, 110, 120, _NOT_SPECIFIED_, 140, Human, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 50, 90, 30, 90, 90, 90, 30, 45, 100, 90, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W17_LAKERABELER_B, Pirate_Acke, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, WLDAG01_A _NOT_SPECIFIED_, 20 0 0, WLDAG01_A _NOT_SPECIFIED_, 0, 35, 25, 0, _NOT_SPECIFIED_, Btl_E_W17_LAKERABELER_B_EnemyName, 1, 80, 80, 80, 80, 80, 80, Human, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W17_LAKERABELER_C, WindPriest, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, WLRAP01_A _NOT_SPECIFIED_, 20 0 0, WLRAP01_A _NOT_SPECIFIED_, 0, 35, 55, 0, _NOT_SPECIFIED_, Btl_E_W17_LAKERABELER_C_EnemyName, 1, 80, 80, 80, 80, 80, 80, Human, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 3, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0312_A, M0312, 0, _NOT_SPECIFIED_, 0, 122, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FUR SOZAI_BEAST_BONE, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 155, 0, _NOT_SPECIFIED_, Btl_E_W18_M0312_A_EnemyName, 2, _NOT_SPECIFIED_, 120, _NOT_SPECIFIED_, 90, 110, 80, Beast, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 15, 30, 15, 0, 15, 15, 15, 100, 15, _NOT_SPECIFIED_, M, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0312, 20, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0403_A, M0403, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH01_A, 20 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 121, 0, _NOT_SPECIFIED_, Btl_E_W18_M0403_A_EnemyName, 2, 120, 110, 90, 110, 80, 120, Aquatic, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 0, 100, 30, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_E_W01_LAKE_00_A, 20, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0511_A, M0511, 0, _NOT_SPECIFIED_, 0, 297, _NOT_SPECIFIED_, 400, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_GELATIN SOZAI_BEAST_FANG, 50 50 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 333, 3, _NOT_SPECIFIED_, Btl_E_W18_M0511_A_EnemyName, 3, 150, 110, 80, 140, 90, 130, Material, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 50, 15, 75, 100, 45, 0, 100, 100, 45, _NOT_SPECIFIED_, S, 4, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0511, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0231_A, M0231, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FIBER SOZAI_SCREAM_ROOT, 40 40 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_W18_M0231_A_EnemyName, 2, 120, _NOT_SPECIFIED_, 80, 120, 80, 150, Plant, 0, _NOT_SPECIFIED_, 20, 15, 0, 15, 100, 100, 15, 0, 30, 100, 30, _NOT_SPECIFIED_, S, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0231, 24, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0721_A, M0721, 0, _NOT_SPECIFIED_, 0, 120, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_INSECT_SHELL _NOT_SPECIFIED_, 40 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_W18_M0721_A_EnemyName, 2, 90, 150, 120, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Insect, 0, _NOT_SPECIFIED_, 20, 0, 15, 15, 75, 75, 15, 15, 0, 100, 50, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0721, 24, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0302_A, M0302, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_SNAKESKIN SOZAI_BEAST_FANG, 30 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 105, 0, _NOT_SPECIFIED_, Btl_E_W18_M0302_A_EnemyName, 1, 130, 90, 110, 120, 70, 90, Reptiles, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 100, 30, 15, 100, 0, 15, 100, 15, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0302, 20, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0010_A, M0010, 0, _NOT_SPECIFIED_, 0, 100, 400, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FUR SOZAI_BEAST_CLAW, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 145, 0, _NOT_SPECIFIED_, Btl_E_W18_M0010_A_EnemyName, 2, 80, 90, _NOT_SPECIFIED_, 120, _NOT_SPECIFIED_, 110, Beast, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 30, 45, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 3, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0010, 24, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0420_A, M0420, 0, _NOT_SPECIFIED_, 0, 260, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_MAGICAL_BEAST_BONE SOZAI_MAGICAL_BEAST_FANG, 50 50 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 301, 3, _NOT_SPECIFIED_, Btl_E_W18_M0420_A_EnemyName, 3, 80, 90, 120, 110, 130, 120, Reptiles, 3, _NOT_SPECIFIED_, 60, 15, 15, 50, 90, 75, 45, 15, 100, 100, 50, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0420, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M0900_A, M0900, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FE_KIN SOZAI_IRON_ORE, 50 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 35, 116, 0, _NOT_SPECIFIED_, Btl_E_W18_M0900_A_EnemyName, 2, 130, 90, 60, 120, 90, 120, Element, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 45, 15, 100, 45, 100, 15, 100, 100, 15, _NOT_SPECIFIED_, S, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 4, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0900, 24, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M9011_A, M9011, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_DROP_08, SOZAI_MULLOCK _NOT_SPECIFIED_, 40 0 30, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 50, 121, 0, _NOT_SPECIFIED_, Btl_E_W18_M9011_A_EnemyName, 2, 110, _NOT_SPECIFIED_, 110, 120, _NOT_SPECIFIED_, 130, Mecha, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 100, 45, 100, 100, 100, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M9021_A, M9021_V01, 0, _NOT_SPECIFIED_, 0, 260, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_DROP_11, SOZAI_MULLOCK SOZAI_IRON_ORE, 25 25 65, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 301, 3, _NOT_SPECIFIED_, Btl_E_W18_M9021_A_EnemyName, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 120, 130, 130, _NOT_SPECIFIED_, Mecha, 3, _NOT_SPECIFIED_, 20, 100, 100, 100, 100, 45, 100, 100, 100, 100, 45, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M9031_A, M9031, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_DROP_09, SOZAI_MULLOCK _NOT_SPECIFIED_, 40 0 30, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 35, 95, 0, _NOT_SPECIFIED_, Btl_E_W18_M9031_A_EnemyName, 1, 130, 130, _NOT_SPECIFIED_, 130, _NOT_SPECIFIED_, 120, Mecha, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 100, 30, 100, 100, 100, 100, 15, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_M9041_A, M9041, 0, _NOT_SPECIFIED_, 0, 188, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_DROP_10, SOZAI_MULLOCK SOZAI_IRON_ORE, 25 25 65, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 202, 3, _NOT_SPECIFIED_, Btl_E_W18_M9041_A_EnemyName, 3, _NOT_SPECIFIED_, 130, 130, 120, 120, 110, Mecha, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 100, 45, 100, 100, 100, 100, 45, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_BOSS_MYSTERY_A, Man_Overworld_Cyber, 0, _NOT_SPECIFIED_, 0, 510, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_ORB _NOT_SPECIFIED_, 100 0 0, GHCHE01_A _NOT_SPECIFIED_, 0, 35, 503, 3, _NOT_SPECIFIED_, Btl_E_W18_BOSS_MYSTERY_A_EnemyName, 4, 120, 120, 150, 160, 130, 140, Human, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 45, 75, 75, 100, 90, 15, 50, 15, 100, 75, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_BOSS_PRESIDENTMECHA_A, M9051, 0, _NOT_SPECIFIED_, 0, 570, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_M9051, GLONE13_A _NOT_SPECIFIED_, 35 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 50, 541, 5, _NOT_SPECIFIED_, Btl_E_W18_BOSS_PRESIDENTMECHA_A_EnemyName, 4, 120, 120, 140, 140, 120, 120, Mecha, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 100, 90, 100, 100, 100, 100, 75, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W18_BOSS_PRESIDENTMON_A, M0410, 0, _NOT_SPECIFIED_, 0, 630, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_BONE_RARE, SOZAI_SQUID_FIN SAGL03_A, 50 35 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 601, 5, _NOT_SPECIFIED_, Btl_E_W18_BOSS_PRESIDENTMON_A_EnemyName, 4, 120, 120, 110, 90, 110, _NOT_SPECIFIED_, Aquatic, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 45, 100, 90, 90, 30, 0, 90, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0410, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W19_M1011_A, M1011, 0, _NOT_SPECIFIED_, 0, 280, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAGL19_A _NOT_SPECIFIED_, 100 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 35, 287, 5, _NOT_SPECIFIED_, Btl_E_W19_M1011_A_EnemyName, 3, 130, 120, _NOT_SPECIFIED_, 130, 90, 120, Asmodian, 5, _NOT_SPECIFIED_, 60, 0, 45, 45, 75, 75, 45, 45, 0, 100, 75, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 4, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_W19_M1011_A, 100, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M3000_FIRE, M3000_MKDGS, 0, _NOT_SPECIFIED_, 0, 1140, 800, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 600, 6, _NOT_SPECIFIED_, Btl_E_M3000_FIRE_EnemyName, 4, 80, 120, 80, 80, 120, 120, Unknown, 6, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 100, 100, 100, 75, 30, 100, 90, _NOT_SPECIFIED_, LL, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, _NOT_SPECIFIED_, 5, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
